,ESR1,AURKA,ERBB2,Subtype
101,0.7068798795805622,0.5989253970016695,0.2777487766515958,LumB
102,0.3428052290308288,0.5147327798194088,0.4960593974439266,HER2+
103,0.686751818834748,0.3785976581012452,0.463449812679499,LumB
104,0.6856291556302359,0.0889330153520715,0.4337825692941644,Normal Like
105,0.8402879828569588,0.1271983657350874,0.4184662362453176,LumA
106,0.6452329905454399,0.2378674981332268,0.4804710605761746,HER2+
107,0.6179762215166542,0.3003110435313449,0.3992730928778056,Normal Like
108,0.2129845314638149,0.5418823186753509,0.7834808510336337,HER2+
109,0.0866619074995206,0.55239115186451,0.3446764996885993,Basal
110,0.5189446596019508,0.1675964078977157,0.3853040230818274,LumA
111,0.3299305166773817,0.1122022602590982,0.2076920834578823,Normal
112,0.377055342981611,0.1038550962680175,0.383463752046325,Normal Like
113,0.1769262085654715,0.4042389307761871,0.5404640279017386,HER2+
114,0.1546595730742292,0.2880841155384385,0.4226144567121602,HER2+
115,0.6199093831137799,0.4763709925316646,0.4484518932983374,LumB
116,0.7618041423331333,0.4056296219447662,0.3598041002306291,LumB
117,0.6733484458064161,0.2548608492256674,0.3681945117693655,LumB
118,0.7614115412462981,0.1774988495809114,0.3739285327658366,LumB
119,0.4424735072583641,0.5260399374330783,0.8818512511728028,LumB
120,0.0891467843269284,0.178498646690591,0.2567661806839192,Basal
121,0.6951474105502476,0.4203954685223494,0.4736504054868553,LumA
122,0.5536023614276413,0.3429773903266341,0.7704552338785212,LumB
123,0.6554095781062966,0.0694584526363835,0.3365755396051657,Normal
124,0.442286300275429,0.2580882957223507,0.3613861989634392,LumA
125,0.8484593370459429,0.4215838133905684,0.4186566738285174,LumB
126,0.6338296783628449,0.1532572522506275,0.3817954251313298,LumA
127,0.6426319210135163,0.0667362708125088,0.4290908158825916,Normal Like
128,0.6859253267405842,0.3594281549171142,0.3716341778063093,LumB
129,0.2780965617798345,0.1102390596361456,0.1449577821553712,Normal
130,0.8697229938337917,0.4512661668905703,0.5032607359479822,LumB
131,0.5094906434914384,0.5776772254367986,0.8571405168693345,LumB
132,0.4055242499900682,0.0607306070081321,0.2802455405412241,Normal
133,0.7180832913558843,0.2895616544894174,0.4878693071206578,LumA
134,0.7947535004258388,0.265117051392302,0.4113851393935914,LumA
135,0.1796206142447408,0.242092971261034,0.3240787415845089,Basal
136,0.5344409077771969,0.1518422985822594,0.4052160605412839,LumA
137,0.6489958215036644,0.2186982300110056,0.512290657376834,LumA
138,0.0968680514420027,0.4737584206152698,0.3254016196586394,Basal
139,0.7243220866890088,0.2356362702457182,0.4485327877672708,LumA
140,0.8274779901621171,0.3973279488540902,0.43854639645414,LumB
141,0.120984385839852,0.698649483858083,0.1711653845489534,Basal
142,0.1418101371587735,0.2802157057370255,0.3684640599530607,Basal
143,0.7154925012815068,0.2340274408281794,0.3504733925795142,LumA
144,0.0890814814840138,0.4797189982146887,0.3560916405098693,Basal
145,0.1868515533905654,0.5824635721370782,0.8588024052382582,HER2+
146,0.5277553556361357,0.5434795150825228,0.4254735814200608,HER2+
147,0.117975686806033,0.6422432123335403,0.4206809122554285,Basal
148,0.557701017239568,0.2432658914708249,0.472087854247352,LumA
149,0.7764785182917654,0.8389436082873767,0.4194744535633576,LumA
150,0.878335146412199,0.435790668605761,0.4602590134349479,LumA
151,0.1361431084257586,0.5243593715004382,0.3366896461842316,Basal
152,0.6977516380321026,0.3255392719290424,0.3759924203062901,LumB
153,0.0293979062204204,0.465395637744273,0.7847071094778971,HER2+
154,0.7412342622754268,0.3713428978413847,0.4982890584744644,LumA
155,0.5917734300089275,0.1751828089679389,0.4351024577715223,LumA
156,0.7374551995471529,0.3556053753303383,0.3136513155943476,LumB
157,0.0647392549443997,0.5024195986115362,0.3221600626717881,Basal
158,0.5487873503321203,0.0837918991118223,0.4300949121424618,LumA
159,0.8924778243692596,0.4987790583193457,0.4098830775320258,HER2+
160,0.6434444857710768,0.3741984528592737,0.2647188181531162,LumB
161,0.7879296002937937,0.2284271857568922,0.4082375611790331,LumA
162,0.4238189955077476,0.3297357029669429,0.3330721723877345,Basal
163,0.8367777043346518,0.1603189199270558,0.454980518491572,LumA
164,0.6681783290306704,0.2566479334242323,0.5461780187414197,LumA
165,0.6964291353221561,0.2164217011930143,0.3086723271906595,LumA
166,0.2200557120726995,0.3956819574397587,0.71000193441763,HER2+
167,0.0750692472526203,0.3640636359862679,0.7513271283681957,HER2+
168,0.7317518268006772,0.2152134624915299,0.4565169556108212,LumA
169,0.5861026023393834,0.3348329646984114,0.4542650806212386,LumB
170,0.1252111641140781,0.4261825448723328,0.3625823811795511,Basal
171,0.1102668598300684,0.4178133814803842,0.4264652073687034,HER2+
172,0.5732545481448735,0.4185172978861918,0.3314484768159721,LumB
173,0.7511937955038804,0.3291882849950439,0.4600970419799534,LumA
174,0.5932872075181557,0.2331551806525807,0.4758284069067821,Normal Like
175,0.7410455269175376,0.0973154821991425,0.3085201209151659,LumA
176,0.0568359404613379,0.6157787258747052,0.4017052894301539,Basal
177,0.7807000677899596,0.4461673200315306,0.3806610561527789,LumB
178,0.8263788934887399,0.2696106131432385,0.2833688742314317,LumB
179,0.5690732889996405,0.4887801454532092,0.700755351493901,LumB
180,0.5936568411648128,0.3631693547014617,0.4360691869049792,LumB
181,0.89147365057572,0.1912465328614573,0.4076809915414128,LumA
182,0.7982533934558038,0.2375538770357881,0.3254228939059533,LumA
183,0.7339023467665562,0.2043708623850937,0.3996151160946968,LumA
184,0.4829167692633174,0.3963581862200999,0.3513625083680198,LumB
185,0.666640294590542,0.2368224798242754,0.4087994373484386,LumA
186,0.6381559020829443,0.238451833500332,0.2487334345637686,LumA
187,0.3751608516090692,0.051452923624907,0.3039740934025675,Normal
188,0.1222241573421721,0.3451042356128324,0.3507168769024262,HER2+
189,0.3692693662903078,0.1001237708745887,0.2447001266973147,Normal Like
190,0.7793436538463359,0.3504437335308261,0.4736397938431241,LumB
191,0.0945154374658269,0.6171203393774916,0.1476201138925648,Basal
192,0.8158380005849883,0.2147038371463018,0.4259869308123414,LumA
193,0.5283903223764413,0.4008937070972956,0.7763411810028965,HER2+
194,0.8072148543408294,0.2867710659329459,0.3325010998034052,LumB
195,0.218320791037146,0.5796555536414707,0.2103117653595874,Basal
196,0.5238835300146295,0.1876918039142464,0.8604709380215275,LumA
197,0.0855065986171385,0.5001982738593528,0.3471487605400121,Basal
198,0.7561108160923148,0.2275624168760355,0.4430031491415924,LumA
199,0.211114601876078,0.4425119937353517,0.8681121540148761,HER2+
200,0.7851881778584101,0.2928455037057964,0.2894332507308554,LumA
201,0.711434846019254,0.1738062366197408,0.4193778016752356,LumA
202,0.4541516579013869,0.2557497702140841,0.4389796168060503,LumA
203,0.8482795039960341,0.3148680665845448,0.3005010728329,LumB
204,0.2621262276783409,0.113215136397417,0.2850624688062214,Normal
205,0.1074869890851538,0.4731976727090836,0.2937265681844275,Basal
206,0.1307333296803589,0.246748475057736,0.7588424243494043,LumA
207,0.7140185255256656,0.0188957619434285,0.3575456569795599,Normal
208,0.6747423892818977,0.2842242078968349,0.5188060850491469,LumA
209,0.3760012823280001,0.0980761691872805,0.4115606135611336,Normal Like
210,0.7641670667845635,0.3066356829394443,0.3953027370700537,LumB
211,0.7174256183415414,0.2926825950814236,0.3739473592993046,LumA
212,0.7484566804895499,0.1902122454192551,0.3934651216505663,LumA
213,0.6280555753608047,0.2406989050887498,0.46405457975361,LumA
214,0.4691619579251893,0.2207765214424182,0.4278891665207356,Normal Like
215,0.4524806817212928,0.1505764439343748,0.4727419738807297,LumA
216,0.733490469805237,0.399081090855619,0.278458483170535,LumB
217,0.7839648660617261,0.3983404331913573,0.6876657817790818,LumB
218,0.7667663438740203,0.347187966001507,0.4076546330733337,HER2+
219,0.5947626889191603,0.1351794070173694,0.4075769890682407,Normal Like
220,0.1119889343481728,0.3648593821868088,0.3516059211125483,Normal Like
221,0.5002116510704195,0.178971583583873,0.2909897812744299,Normal Like
222,0.8513373863667719,0.3102319246842258,0.451207260119654,LumB
223,0.7224221801390668,0.492277209228903,0.4488496519924987,HER2+
224,0.7975437085515378,0.2830920416820772,0.3699505898060758,LumB
225,0.7343781293571205,0.1895707976514598,0.3772868619686454,Normal Like
226,0.8113374014348316,0.3629689822783528,0.2861746345020998,LumB
227,0.5647126061638073,0.1935085932602296,0.4699455397026769,LumA
228,0.5986478946191726,0.3951577571346128,0.8201315816183161,LumB
229,0.7395422174832941,0.1989868377031883,0.7414058978989853,LumA
230,0.6833781694950192,0.2375009120762944,0.4601621077838066,Normal Like
231,0.64027856994667,0.2419225133860504,0.4044590226550057,LumA
232,0.6841203298669863,0.0486820995396968,0.3666530547673198,Normal
233,0.7816430101899622,0.2875573744606904,0.3871673372760236,LumA
234,0.1347467742791467,0.5352284585124663,0.3877229298636099,Basal
235,0.4795145151014795,0.3380643879582392,0.4349979502209582,LumB
236,0.6459761573011852,0.6047380202582086,0.3695369973402551,LumB
237,0.4757805758497974,0.49333560355579,0.3653519474106294,LumB
238,0.5907329360349391,0.2585440243706854,0.3391900361790684,LumA
239,0.3342436546261249,0.0224229729345812,0.3563943221013779,Normal
240,0.6179493024447046,0.1219822424279174,0.3782619982180369,Normal Like
241,0.8342230764948935,0.4360637116258422,0.3792085318535981,LumB
242,0.0500534301665475,0.4116434739677972,0.2838811513324778,Basal
243,0.1557275686275933,0.3813945888749853,0.3476783373625587,Basal
244,0.7746588792970623,0.3240162503750429,0.4484690371133124,LumA
245,0.5052545059492283,0.2676465431752628,0.3957599306798375,LumB
246,0.0573185021767205,0.517010054203191,0.3429318410033131,Basal
247,0.0723319398033357,0.5170681039895736,0.1994865794171037,Basal
248,0.7813575589857348,0.0907194296241861,0.4330727848137185,LumA
249,0.727811263844876,0.3312295333974506,0.3257544385263854,LumB
250,0.4789140945972153,0.4305180311494339,0.2860013286679474,Basal
251,0.5610777033271162,0.1875769976904678,0.3479653307729117,LumA
252,0.7055893862384638,0.1348598846557025,0.3200832753163319,Normal Like
253,0.8184033023448597,0.4659833750826603,0.3241157032920936,LumB
254,0.6453861214035969,0.0740557487580335,0.4722906825707983,LumA
255,0.0982495659517137,0.4592847057425643,0.3713715557373084,Basal
256,0.135002378386134,0.4812358689512314,0.2835157534712077,Basal
257,0.556007100422966,0.2644390356288651,0.6645552425813038,LumA
258,0.434646264694468,0.3570806048646752,0.3899231884475195,LumA
259,0.2461994796183771,0.2315478136351264,0.4080855178112778,Normal Like
260,0.1643298420062422,0.3745794260444243,0.2398610486305211,Basal
261,0.7562326417091884,0.4585856246842832,0.2885652961559789,LumB
262,0.6375502953400032,0.4103407747185018,0.3822418424744623,LumA
263,0.831827562741324,0.232410812264407,0.4803595316110782,LumA
264,0.3529988421338089,0.1137836314946091,0.3717102671424884,Normal
265,0.7418318571143975,0.5112660020541561,0.5370867336182205,LumB
266,0.3213083695956787,0.1262158152282053,0.2593810596342861,Normal
267,0.6669581029972249,0.3572582641548773,0.4910047687583055,LumB
268,0.7382655205788324,0.3222148379885012,0.429941182023339,LumB
269,0.921052359290874,0.2273729373352879,0.4055314621050418,LumA
270,0.0718453323861518,0.4423308993091814,0.8213954038987338,HER2+
271,0.1697802303919135,0.552716353781561,0.360858619953012,Basal
272,0.7843795321817675,0.2544703240886444,0.4726586549774632,LumA
273,0.2799596098543349,0.109775679811118,0.5046517642334717,Normal
274,0.6508301216394813,0.2761620030016606,0.3146884435446345,Normal Like
275,0.8792854798374952,0.2945813157247514,0.477036995898681,LumB
276,0.8335190564556095,0.196077200126554,0.4318202372238562,LumA
277,0.4016829318072593,0.0787527600826675,0.3613462859444217,Normal Like
278,0.8451787687536902,0.105531561197309,0.3254583919984085,LumA
279,0.1377512163127061,0.3821092395686861,0.7454334818931795,Basal
280,0.5758252219874558,0.4943801283018945,0.2147542350811132,LumB
281,0.8258549246910527,0.1875281248071771,0.2925348484753273,LumA
282,0.7535026852510689,0.2323914342438871,0.376698608449385,LumA
283,0.2653959687896218,0.1260340159981216,0.4098305444675091,Normal
284,0.2293113173393111,0.0830926667767053,0.3564724556038164,Normal
285,0.7188725756862955,0.3270944204464995,0.3228830099664262,LumB
286,0.1333472031749698,0.6011021192489282,0.439279898789749,Basal
287,0.7739042240447166,0.2915305769294418,0.4075481387335484,LumB
288,0.5440083076506724,0.2094452461006836,0.4685397405895359,LumA
289,0.9440615360069716,0.4978998382073334,0.4723042784940132,LumB
290,0.1278687672097117,0.2726837407729607,0.3036372369029224,Basal
291,0.6993762142439762,0.3284391688494671,0.3557264077412277,LumA
292,0.1227295338949251,0.5213846941991608,0.235160495546171,Basal
293,0.310989580469422,0.3036165910348205,0.4869175305762894,Basal
294,0.4386579812816918,0.159638719236077,0.3203744690690317,LumA
295,0.7504523928486867,0.3240660261912232,0.4609905668044308,LumA
296,0.0856197381440847,0.3441038966726072,0.9642939787611036,HER2+
297,0.7293535983221239,0.2586331040138573,0.4014767917861375,LumA
298,0.0277973452170381,0.4531475434971069,0.2614954379963213,Basal
299,0.7166450500507978,0.7032443902648687,0.3399894670936499,LumB
300,0.1065588284366695,0.6458618230590628,0.602252536539326,HER2+
301,0.5384752675451502,0.4214235966980548,0.3226739685806772,Basal
302,0.692047302930301,0.3795844213139181,0.4605231252988733,LumB
303,0.5169269315165859,0.5732857881798531,0.5767004683502712,HER2+
304,0.8488058474246821,0.2138578275405872,0.3966998456861143,LumA
305,0.8877974387674821,0.3068681627360454,0.4976141069251968,LumB
306,0.6958982584822055,0.6217540078256839,0.4626105210736914,LumB
307,0.6524654269334196,0.2776361268847512,0.4313548300432347,Normal Like
308,0.7114431182732472,0.1121787109814088,0.4299068831318666,LumA
309,0.6325958569787626,0.2522409209787341,0.4469890667320872,LumA
310,0.071911402361102,0.5379491027981028,0.3008198574671321,Basal
311,0.6646744885784812,0.1433601238755018,0.4933104499978488,LumA
312,0.1723368202141078,0.569722053829541,0.3661541358683159,Basal
313,0.3198419814880212,0.0333845641275674,0.1776935685857448,Normal
314,0.4530051385387954,0.0625275066872994,0.2669192947361286,Normal
315,0.6451272213756177,0.4547863984494175,0.3766246085336209,LumB
316,0.5378821028380563,0.0341233137075208,0.4126198336286271,Normal
317,0.3340222105321066,0.0736155064603964,0.3114806449736634,Normal Like
318,0.5703030516142911,0.1940580265784288,0.5938824758803884,LumA
319,0.5120590872665106,0.0703307153201482,0.3647760883789491,Normal
320,0.6939340972336118,0.1866959986074103,0.4690933943705133,LumA
321,0.7861100789279255,0.1236184432753682,0.4059295176808436,LumA
322,0.6595339041505154,0.1422376764047413,0.3525951741655225,Normal Like
323,0.7911451680266403,0.2035492982007813,0.3406038726239442,LumB
324,0.4760106827749575,0.0956922220385693,0.4523978773124678,Normal
325,0.754182680762588,0.3756798902907892,0.3669762306830796,LumB
326,0.562474804706065,0.2563176115102762,0.4905932248026501,LumB
327,0.8474133594879117,0.3247469843383445,0.5753613845298422,LumA
328,0.5532313037167989,0.1886432925280284,0.2695329671280974,LumA
329,0.8266555329295449,0.2763909441962102,0.4140654257406396,LumB
330,0.1332862721833603,0.3523575604472605,0.3786085365756546,HER2+
331,0.6038979607493974,0.5092345133054974,0.3278893571994813,LumB
332,0.5715331739849265,0.2347412552487991,0.3876291488788396,Normal Like
333,0.2757739856235095,0.1396080424694826,0.5550978719367359,Normal Like
334,0.9320317531228416,0.266767297012231,0.3141238862834695,LumB
335,0.6508324541589261,0.246202095177956,0.3420494762448767,Normal
336,0.8821012761585035,0.1272241998108765,0.4283882153096337,LumA
337,0.1073184859466839,0.3075732490598255,0.2918232006135105,Basal
338,0.7350661822573216,0.3808699047015936,0.44696799735748,LumB
339,0.6162419642093697,0.2278875582591511,0.425555351687935,LumA
340,0.1133858421812617,0.6570515901439644,0.371065183701454,Basal
341,0.686619573798627,0.4928183957636954,0.7085563046174272,HER2+
342,0.781273019229647,0.5291969194019002,0.3549086207626733,LumB
343,0.0337554679991334,0.4580256825753314,0.3932219633735999,Basal
344,0.8436527613551591,0.2487533689995502,0.4198517361422296,LumB
345,0.8708023777130852,0.1057034716347407,0.4490907337229195,LumA
346,0.1913423054907363,0.6304489976306962,0.2937155186458892,Basal
347,0.76030034607263,0.2172141109765898,0.4367697791728795,LumA
348,0.7430618445089266,0.1959048263249276,0.4660223744624786,LumA
349,0.0602237173397503,0.7343195312191667,0.2460299304836633,Basal
350,0.0354879606439093,0.4175316693098285,0.7035814407780301,HER2+
351,0.7600717931867126,0.3427987646227896,0.4649692199745531,Normal Like
352,0.0505409385145504,0.7203861156665609,0.280503304856633,Basal
353,0.683560378999186,0.5038108873867078,0.3501506400865296,LumB
354,0.7888080589745938,0.4603878957290248,0.2417944569345197,LumB
355,0.0936705123698408,0.479924887745648,0.3198764365013773,Basal
356,0.1770978914707602,0.3175112191607989,0.5376842255453367,HER2+
357,0.5708476907047041,0.2857473655320193,0.3610803271028542,LumA
358,0.7451219998757719,0.3002463521426863,0.3946196900365636,LumB
359,0.0827372302171143,0.545573823773329,0.319788365223455,Basal
360,0.6929213932793504,0.1983305137730852,0.2325261300316547,LumB
361,0.8037400321665625,0.2375353351016656,0.3988656827002448,LumA
362,0.1014721828387174,0.2726881789416329,0.2025818279582396,Basal
363,0.1058849308076073,0.3587558689462244,0.3655409600286167,Basal
364,0.920432843362868,0.4597706326110446,0.5459952465529452,LumB
365,0.6480225826765161,0.4126184322036313,0.6640092110893038,LumB
366,0.7283070475914771,0.5037356274567478,0.5462267609449161,LumB
367,0.098342112723031,0.6340199492271973,0.2029396690685537,Basal
368,0.698062086201758,0.4205602535956503,0.3748708449429469,LumB
369,0.1773399908765224,0.5442975940870299,0.5306282786690975,HER2+
370,0.8718959900304348,0.3116961577901913,0.4556471958301956,LumB
371,0.5751264580914636,0.345494692189588,0.6702010850014867,Basal
372,0.0795215865781275,0.5600520542685004,0.3408880620942222,Basal
373,0.6244066745684658,0.4325984475957335,0.3433477376572942,LumB
374,0.8202822318432136,0.1995252775632293,0.4505024832948636,LumA
375,0.7187666325634902,0.2101925535846497,0.3729219920326599,LumA
376,0.7758645189251349,0.2737050653927501,0.469621175085809,LumA
377,0.5570888921715773,0.2721375130591442,0.357231933606026,Normal Like
378,0.772909446325312,0.2745352926234694,0.3791157268602868,LumA
379,0.6986283135302772,0.366103163932645,0.7836528261285326,LumB
380,0.7809791708900199,0.3073138961940077,0.3712435223456308,LumA
381,0.5963690450270792,0.3064256892334749,0.46181850768256,LumB
382,0.837283706950991,0.4310039906047355,0.4961677931016952,LumB
383,0.5950506199959356,0.4330440998190679,0.3156324794808914,HER2+
384,0.1285656021194824,0.1283235421844963,0.1624331330320637,Basal
385,0.1563851709189671,0.1939254259143829,0.4756258389494253,HER2+
386,0.3622506882867025,0.01267302860303,0.3405220613534951,Normal
387,0.5005522989926916,0.1371353088325546,0.4127939704648434,Normal Like
388,0.8178294343560193,0.1947350194231379,0.4472646605864459,LumA
389,0.8407743342117107,0.2398717589340504,0.3942341249345761,LumB
390,0.0714885194761145,0.3673849941235261,0.7667580982129568,HER2+
391,0.7748798019178696,0.2252385126602351,0.4013897363004917,LumA
392,0.1228008842416078,0.5540706590943218,0.3502203654910407,Basal
393,0.4805853929164718,0.4973966328229564,0.6435535084572483,LumB
394,0.3282453150851044,0.2422275942562408,0.3224103560036545,Normal
395,0.6848526063100356,0.2959668509643408,0.3851148588594752,LumA
396,0.4613643929612809,0.2557188451517471,0.4233603247287232,Normal Like
397,0.5918401066417542,0.2019919842692533,0.3688394006016366,LumA
398,0.6310067810497798,0.4246121663740306,0.4227239888320094,LumB
399,0.193416139948207,0.350418723620633,0.3115735546079118,Basal
400,0.7291304989997683,0.3858792720408472,0.4989326614047453,LumB
401,0.3222899255039322,0.3463351898514286,0.4560145578119324,LumA
402,0.1182957544252565,0.2777703569404372,0.8878653160020237,Normal Like
403,0.0620906213981837,0.3532925485856688,0.3816461831249864,Basal
404,0.6787891312303678,0.2845725532963865,0.3734978837303107,LumB
405,0.8273765468991335,0.2103223753975091,0.3450030103525848,LumA
406,0.6663208701996486,0.3322970589061695,0.3347288055169921,LumB
407,0.6172034022935964,0.1604853160008083,0.4592889112371685,LumA
408,0.5254072321335422,0.467658492818403,0.3155117690541483,Normal Like
409,0.5283119007278707,0.0728513938027186,0.2090089697347047,Normal
410,0.6957159796719566,0.4016178401016433,0.670557004213691,HER2+
411,0.1560223452801257,0.3909095196161838,0.2735869640151144,Basal
412,0.8575342867976649,0.4117350372836246,0.4173325716745918,LumB
413,0.4388975583095883,0.095901906338423,0.4214195400165562,LumA
414,0.1657670496773971,0.3449197111857938,0.7086869760988588,Basal
415,0.7790669205336522,0.2720435512340363,0.3733592584330779,LumA
416,0.6537862738423124,0.2048467692011052,0.4188255122497038,LumA
417,0.4943953640927829,0.3746407587688835,0.4872206299919352,LumA
418,0.7977302335571801,0.5879633983730547,0.3737583003481127,LumB
419,0.048930191690534,0.4920630072865792,0.4105163408064787,Basal
420,0.6274075704272213,0.0971203104136225,0.4773191283846335,LumA
421,0.6944390442695823,0.4155246888200711,0.7595510587982925,LumB
422,0.7818677319244668,0.313650266671013,0.3913998945934885,LumA
