From this paper: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5370447/
Gene
C10ORF2
RRP12
CD24
SURF6
GPATCH1
CEL
LOC641765
DNMT3B
C21ORF45
DSN1
TPX2
HJURP
CAD
KIAA1553
EIF2AK1
PSMG3
MXD3
PSRC1
ASPSCR1
PRKCSH
LOC650803
KCTD15
C18ORF22
STK25
PYHIN1
C6ORF190
FAM113B
PTCRA
HCST
LY96
CASP4
SNTB1
GBP4
DOK2
GM2A
FPR3
C3AR1
FCGR2A
CCR1
LOC647108
CLEC12A
CLEC12A
ADORA3
CLEC7A
LOC650799
MIAT
IKZF3
ANKRD22
AIM2
IL2RA
MARCH1
LAP3
GPR65
GPR65
FAM26F
CXCL11
NFS1
CXCR6
RASSF5
NAPSB
IKZF1
PTPN22
PTPRC
PTPN22
RPL36AL
GARNL3
PNPLA4
SH3BGRL
HS.576380
FMO1
CTSK
EGR2
CLEC1A
HSD11B1
CEBPA
TIMP3
FBXL5
SCARNA9
PPM1M
DOCK6





















































































































































































































































































































































































































































































































































































































































































































































































































































































































































